State,Mode,Year,Commute mode share (percent)
Montana,"Taxi, motorcycle, or other",2013,0.012903782
Nebraska,"Taxi, motorcycle, or other",2013,0.008261285
Nevada,"Taxi, motorcycle, or other",2013,0.015025114
New Hampshire,"Taxi, motorcycle, or other",2013,0.009109852
New Jersey,"Taxi, motorcycle, or other",2013,0.01620052
New Mexico,"Taxi, motorcycle, or other",2013,0.016271897
New York,"Taxi, motorcycle, or other",2013,0.012941242
North Carolina,"Taxi, motorcycle, or other",2013,0.011327834
North Dakota,"Taxi, motorcycle, or other",2013,0.010946693
Ohio,"Taxi, motorcycle, or other",2013,0.008375499
Oklahoma,"Taxi, motorcycle, or other",2013,0.01077151
Oregon,"Taxi, motorcycle, or other",2013,0.010886638
Pennsylvania,"Taxi, motorcycle, or other",2013,0.009413976
Rhode Island,"Taxi, motorcycle, or other",2013,0.012767111
South Carolina,"Taxi, motorcycle, or other",2013,0.012698165
South Dakota,"Taxi, motorcycle, or other",2013,0.009882538
Tennessee,"Taxi, motorcycle, or other",2013,0.010796274
Texas,"Taxi, motorcycle, or other",2013,0.01523313
United States,"Taxi, motorcycle, or other",2013,0.012543971
Utah,"Taxi, motorcycle, or other",2013,0.013086963
Vermont,"Taxi, motorcycle, or other",2013,0.007351234
Virginia,"Taxi, motorcycle, or other",2013,0.012942216
Washington,"Taxi, motorcycle, or other",2013,0.013186415
West Virginia,"Taxi, motorcycle, or other",2013,0.010868271
Wisconsin,"Taxi, motorcycle, or other",2013,0.008554359
Wyoming,"Taxi, motorcycle, or other",2013,0.0152661
Alabama,Walked,2013,0.010488957
Alaska,Walked,2013,0.088228389
Arizona,Walked,2013,0.020687244
Arkansas,Walked,2013,0.016523683
California,Walked,2013,0.027331738
Colorado,Walked,2013,0.029349476
Connecticut,Walked,2013,0.031498322
Delaware,Walked,2013,0.02148075
District of Columbia,Walked,2013,0.136336784
Florida,Walked,2013,0.015264574
Georgia,Walked,2013,0.015026578
Hawaii,Walked,2013,0.042125316
Idaho,Walked,2013,0.030824861
Illinois,Walked,2013,0.031404611
Indiana,Walked,2013,0.019898817
Iowa,Walked,2013,0.037174606
Kansas,Walked,2013,0.024765787
Kentucky,Walked,2013,0.022579709
Louisiana,Walked,2013,0.017126268
Maine,Walked,2013,0.039124499
Maryland,Walked,2013,0.023721319
Massachusetts,Walked,2013,0.04765216
Michigan,Walked,2013,0.021594568
Minnesota,Walked,2013,0.02925773
Mississippi,Walked,2013,0.01530039
Missouri,Walked,2013,0.019940298
Montana,Walked,2013,0.052763909
Nebraska,Walked,2013,0.027424114
Nevada,Walked,2013,0.022267718
New Hampshire,Walked,2013,0.031032234
New Jersey,Walked,2013,0.028815353
New Mexico,Walked,2013,0.022582587
New York,Walked,2013,0.063699622
North Carolina,Walked,2013,0.018552113
North Dakota,Walked,2013,0.04530342
Ohio,Walked,2013,0.022405763
Oklahoma,Walked,2013,0.016825862
Oregon,Walked,2013,0.040253924
Pennsylvania,Walked,2013,0.038994234
Rhode Island,Walked,2013,0.04058287
South Carolina,Walked,2013,0.024872829
South Dakota,Walked,2013,0.041651351
Tennessee,Walked,2013,0.01354275
Texas,Walked,2013,0.016037778
United States,Walked,2013,0.0279826
Utah,Walked,2013,0.025529903
Vermont,Walked,2013,0.052558783
Virginia,Walked,2013,0.024744426
Washington,Walked,2013,0.034877407
West Virginia,Walked,2013,0.027697172
Wisconsin,Walked,2013,0.03540876
Wyoming,Walked,2013,0.045664235
Alabama,Worked at home,2013,0.025234295
Alaska,Worked at home,2013,0.042962636
Arizona,Worked at home,2013,0.054583291
Arkansas,Worked at home,2013,0.028277145
California,Worked at home,2013,0.05242095
Colorado,Worked at home,2013,0.068920186
Connecticut,Worked at home,2013,0.043273185
Delaware,Worked at home,2013,0.037413055
District of Columbia,Worked at home,2013,0.043849046
Florida,Worked at home,2013,0.050780276
Georgia,Worked at home,2013,0.048574278
Hawaii,Worked at home,2013,0.04404666
Idaho,Worked at home,2013,0.055069199
Illinois,Worked at home,2013,0.042011879
Indiana,Worked at home,2013,0.033159428
Iowa,Worked at home,2013,0.04161594
Kansas,Worked at home,2013,0.039888756
Kentucky,Worked at home,2013,0.032014661
Louisiana,Worked at home,2013,0.023872262
Maine,Worked at home,2013,0.057129143
Maryland,Worked at home,2013,0.042402913
Massachusetts,Worked at home,2013,0.044340686
Michigan,Worked at home,2013,0.038483365
Minnesota,Worked at home,2013,0.048826698
Mississippi,Worked at home,2013,0.019291649
Missouri,Worked at home,2013,0.041163683
Montana,Worked at home,2013,0.059917481
Nebraska,Worked at home,2013,0.043783239
Nevada,Worked at home,2013,0.035601715
New Hampshire,Worked at home,2013,0.054189824
New Jersey,Worked at home,2013,0.039930768
New Mexico,Worked at home,2013,0.043698728
New York,Worked at home,2013,0.039928045
North Carolina,Worked at home,2013,0.045270863
North Dakota,Worked at home,2013,0.043634591
Ohio,Worked at home,2013,0.034852158
Oklahoma,Worked at home,2013,0.033590676
Oregon,Worked at home,2013,0.063202648
Pennsylvania,Worked at home,2013,0.038816313
Rhode Island,Worked at home,2013,0.031167819
South Carolina,Worked at home,2013,0.033092907
South Dakota,Worked at home,2013,0.052409527
Tennessee,Worked at home,2013,0.035477549
Texas,Worked at home,2013,0.041134492
United States,Worked at home,2013,0.043570987
Utah,Worked at home,2013,0.051400175
Vermont,Worked at home,2013,0.068040254
Virginia,Worked at home,2013,0.045361089
Washington,Worked at home,2013,0.053141666
West Virginia,Worked at home,2013,0.030839902
Wisconsin,Worked at home,2013,0.040633648
Wyoming,Worked at home,2013,0.037046331
Alabama,Bicycle,2014,0.0016967
Alaska,Bicycle,2014,0.009133907
Arizona,Bicycle,2014,0.010862087
Arkansas,Bicycle,2014,0.002280595
California,Bicycle,2014,0.011579244
Colorado,Bicycle,2014,0.013381695
Connecticut,Bicycle,2014,0.003252484
Delaware,Bicycle,2014,0.002428893
District of Columbia,Bicycle,2014,0.03885595
Florida,Bicycle,2014,0.007446195
Georgia,Bicycle,2014,0.002417291
Hawaii,Bicycle,2014,0.011043888
Idaho,Bicycle,2014,0.011507591
Illinois,Bicycle,2014,0.006159079
Indiana,Bicycle,2014,0.004466842
Iowa,Bicycle,2014,0.004887775
Kansas,Bicycle,2014,0.003341555
Kentucky,Bicycle,2014,0.0026113
Louisiana,Bicycle,2014,0.004919209
Maine,Bicycle,2014,0.004953821
Maryland,Bicycle,2014,0.003496198
Massachusetts,Bicycle,2014,0.008146314
Michigan,Bicycle,2014,0.004237984
Minnesota,Bicycle,2014,0.008866745
Mississippi,Bicycle,2014,0.001073106
Missouri,Bicycle,2014,0.002635859
Montana,Bicycle,2014,0.011699847
Nebraska,Bicycle,2014,0.004486191
Nevada,Bicycle,2014,0.004767364
New Hampshire,Bicycle,2014,0.003055268
New Jersey,Bicycle,2014,0.00355664
New Mexico,Bicycle,2014,0.008444177
New York,Bicycle,2014,0.006347096
North Carolina,Bicycle,2014,0.002509814
North Dakota,Bicycle,2014,0.002861591
Ohio,Bicycle,2014,0.003163734
Oklahoma,Bicycle,2014,0.002937522
Oregon,Bicycle,2014,0.025701012
Pennsylvania,Bicycle,2014,0.004833331
Rhode Island,Bicycle,2014,0.005195715
South Carolina,Bicycle,2014,0.003182793
South Dakota,Bicycle,2014,0.00442616
Tennessee,Bicycle,2014,0.001464398
Texas,Bicycle,2014,0.002748298
United States,Bicycle,2014,0.006200445
Utah,Bicycle,2014,0.007483976
Vermont,Bicycle,2014,0.006056651
Virginia,Bicycle,2014,0.004350134
Washington,Bicycle,2014,0.009883586
West Virginia,Bicycle,2014,0.002643509
Wisconsin,Bicycle,2014,0.007927705
Wyoming,Bicycle,2014,0.009402399
Alabama,Carpool,2014,0.085645498
Alaska,Carpool,2014,0.120322039
Arizona,Carpool,2014,0.104437362
Arkansas,Carpool,2014,0.108849988
California,Carpool,2014,0.10508037
Colorado,Carpool,2014,0.096280024
Connecticut,Carpool,2014,0.080764917
Delaware,Carpool,2014,0.076206511
District of Columbia,Carpool,2014,0.055867453
Florida,Carpool,2014,0.090676792
Georgia,Carpool,2014,0.101444132
Hawaii,Carpool,2014,0.135288359
Idaho,Carpool,2014,0.097630452
Illinois,Carpool,2014,0.079782913
Indiana,Carpool,2014,0.090131452
Iowa,Carpool,2014,0.086139444
Kansas,Carpool,2014,0.095013953
Kentucky,Carpool,2014,0.099545484
Louisiana,Carpool,2014,0.097823571
Maine,Carpool,2014,0.107422588
Maryland,Carpool,2014,0.092776766
Massachusetts,Carpool,2014,0.074092417
Michigan,Carpool,2014,0.089338559
Minnesota,Carpool,2014,0.088149181
Mississippi,Carpool,2014,0.087347799
Missouri,Carpool,2014,0.08868545
Montana,Carpool,2014,0.104135393
Nebraska,Carpool,2014,0.095354038
Nevada,Carpool,2014,0.104407624
New Hampshire,Carpool,2014,0.078127347
New Jersey,Carpool,2014,0.07930534
New Mexico,Carpool,2014,0.095221614
New York,Carpool,2014,0.065349523
North Carolina,Carpool,2014,0.096885244
North Dakota,Carpool,2014,0.083482803
Ohio,Carpool,2014,0.078266025
Oklahoma,Carpool,2014,0.104609195
Oregon,Carpool,2014,0.107800983
Pennsylvania,Carpool,2014,0.085308523
Rhode Island,Carpool,2014,0.074210647
South Carolina,Carpool,2014,0.092977127
South Dakota,Carpool,2014,0.09156804
Tennessee,Carpool,2014,0.092411689
Texas,Carpool,2014,0.105985991
United States,Carpool,2014,0.092420434
Utah,Carpool,2014,0.118400803
Vermont,Carpool,2014,0.087419444
Virginia,Carpool,2014,0.093119986
Washington,Carpool,2014,0.101412502
West Virginia,Carpool,2014,0.097312797
Wisconsin,Carpool,2014,0.081654315
Wyoming,Carpool,2014,0.110303476
Alabama,Drove alone,2014,0.858899905
Alaska,Drove alone,2014,0.694524945
Arizona,Drove alone,2014,0.769272904
Arkansas,Drove alone,2014,0.82530804
California,Drove alone,2014,0.734816133
Colorado,Drove alone,2014,0.756280397
Connecticut,Drove alone,2014,0.781314361
Delaware,Drove alone,2014,0.815036134
District of Columbia,Drove alone,2014,0.35133008
Florida,Drove alone,2014,0.797401711
Georgia,Drove alone,2014,0.795794406
Hawaii,Drove alone,2014,0.663505712
Idaho,Drove alone,2014,0.789296723
Illinois,Drove alone,2014,0.734466734
Indiana,Drove alone,2014,0.831530588
Iowa,Drove alone,2014,0.808054383
Kansas,Drove alone,2014,0.821424842
Kentucky,Drove alone,2014,0.818539961
Louisiana,Drove alone,2014,0.822318163
Maine,Drove alone,2014,0.773153202
Maryland,Drove alone,2014,0.738852386
Massachusetts,Drove alone,2014,0.712226274
Michigan,Drove alone,2014,0.823091903
Minnesota,Drove alone,2014,0.776997472
Mississippi,Drove alone,2014,0.855272802
Missouri,Drove alone,2014,0.817660686
Montana,Drove alone,2014,0.747071966
Nebraska,Drove alone,2014,0.817465452
Nevada,Drove alone,2014,0.775602505
New Hampshire,Drove alone,2014,0.813939312
New Jersey,Drove alone,2014,0.717426858
New Mexico,Drove alone,2014,0.803125079
New York,Drove alone,2014,0.531080626
North Carolina,Drove alone,2014,0.813594884
North Dakota,Drove alone,2014,0.812550342
Ohio,Drove alone,2014,0.835591821
Oklahoma,Drove alone,2014,0.82329506
Oregon,Drove alone,2014,0.704866759
Pennsylvania,Drove alone,2014,0.763973813
Rhode Island,Drove alone,2014,0.802994315
South Carolina,Drove alone,2014,0.826974278
South Dakota,Drove alone,2014,0.791594198
Tennessee,Drove alone,2014,0.834094092
Texas,Drove alone,2014,0.803929419
United States,Drove alone,2014,0.764550194
Utah,Drove alone,2014,0.760428038
Vermont,Drove alone,2014,0.763223109
Virginia,Drove alone,2014,0.777238048
Washington,Drove alone,2014,0.723516118
West Virginia,Drove alone,2014,0.829667104
Wisconsin,Drove alone,2014,0.808791076
Wyoming,Drove alone,2014,0.768019014
Alabama,Public transportation,2014,0.004122692
Alaska,Public transportation,2014,0.013092583
Arizona,Public transportation,2014,0.020347211
Arkansas,Public transportation,2014,0.00325845
California,Public transportation,2014,0.052995997
Colorado,Public transportation,2014,0.032953528
Connecticut,Public transportation,2014,0.047994811
Delaware,Public transportation,2014,0.02906161
District of Columbia,Public transportation,2014,0.360596627
Florida,Public transportation,2014,0.020773086
Georgia,Public transportation,2014,0.021098315
Hawaii,Public transportation,2014,0.071883019
Idaho,Public transportation,2014,0.008036137
Illinois,Public transportation,2014,0.094014159
Indiana,Public transportation,2014,0.010742257
Iowa,Public transportation,2014,0.010435473
Kansas,Public transportation,2014,0.004858218
Kentucky,Public transportation,2014,0.011449912
Louisiana,Public transportation,2014,0.014498457
Maine,Public transportation,2014,0.008159788
Maryland,Public transportation,2014,0.09027176
Massachusetts,Public transportation,2014,0.097983385
Michigan,Public transportation,2014,0.015322488
Minnesota,Public transportation,2014,0.036550467
Mississippi,Public transportation,2014,0.002657692
Missouri,Public transportation,2014,0.015618726
Montana,Public transportation,2014,0.010737318
Nebraska,Public transportation,2014,0.006588221
Nevada,Public transportation,2014,0.042520201
New Hampshire,Public transportation,2014,0.007450769
New Jersey,Public transportation,2014,0.109964805
New Mexico,Public transportation,2014,0.01253103
New York,Public transportation,2014,0.282873497
North Carolina,Public transportation,2014,0.011389515
North Dakota,Public transportation,2014,0.00665989
Ohio,Public transportation,2014,0.017021955
Oklahoma,Public transportation,2014,0.004295488
Oregon,Public transportation,2014,0.046529254
Pennsylvania,Public transportation,2014,0.057415025
Rhode Island,Public transportation,2014,0.030123272
South Carolina,Public transportation,2014,0.007206493
South Dakota,Public transportation,2014,0.005454112
Tennessee,Public transportation,2014,0.008568614
Texas,Public transportation,2014,0.016065218
United States,Public transportation,2014,0.052103661
Utah,Public transportation,2014,0.025259442
Vermont,Public transportation,2014,0.011303015
Virginia,Public transportation,2014,0.047019443
Washington,Public transportation,2014,0.063420883
West Virginia,Public transportation,2014,0.007387077
Wisconsin,Public transportation,2014,0.018979448
Wyoming,Public transportation,2014,0.016147819
Alabama,"Taxi, motorcycle, or other",2014,0.009686534
Alaska,"Taxi, motorcycle, or other",2014,0.044208
Arizona,"Taxi, motorcycle, or other",2014,0.018036144
Arkansas,"Taxi, motorcycle, or other",2014,0.009451265
California,"Taxi, motorcycle, or other",2014,0.014464217
Colorado,"Taxi, motorcycle, or other",2014,0.009462554
Connecticut,"Taxi, motorcycle, or other",2014,0.009041475
Delaware,"Taxi, motorcycle, or other",2014,0.010573504
District of Columbia,"Taxi, motorcycle, or other",2014,0.012691583
Florida,"Taxi, motorcycle, or other",2014,0.015366903
Georgia,"Taxi, motorcycle, or other",2014,0.01411719
Hawaii,"Taxi, motorcycle, or other",2014,0.027176426
Idaho,"Taxi, motorcycle, or other",2014,0.009752267
Illinois,"Taxi, motorcycle, or other",2014,0.010980272
Indiana,"Taxi, motorcycle, or other",2014,0.009535992
Iowa,"Taxi, motorcycle, or other",2014,0.009281725
Kansas,"Taxi, motorcycle, or other",2014,0.010448841
Kentucky,"Taxi, motorcycle, or other",2014,0.011553683
Louisiana,"Taxi, motorcycle, or other",2014,0.015537152
Maine,"Taxi, motorcycle, or other",2014,0.012753388
Maryland,"Taxi, motorcycle, or other",2014,0.009779489
Massachusetts,"Taxi, motorcycle, or other",2014,0.010708932
Michigan,"Taxi, motorcycle, or other",2014,0.009150197
Minnesota,"Taxi, motorcycle, or other",2014,0.00907768
Mississippi,"Taxi, motorcycle, or other",2014,0.016180997
Missouri,"Taxi, motorcycle, or other",2014,0.010596152
Montana,"Taxi, motorcycle, or other",2014,0.008914656
Nebraska,"Taxi, motorcycle, or other",2014,0.007115279
Nevada,"Taxi, motorcycle, or other",2014,0.019835362
New Hampshire,"Taxi, motorcycle, or other",2014,0.011363554
New Jersey,"Taxi, motorcycle, or other",2014,0.016629108
New Mexico,"Taxi, motorcycle, or other",2014,0.012473727
New York,"Taxi, motorcycle, or other",2014,0.012059351
North Carolina,"Taxi, motorcycle, or other",2014,0.010397415
North Dakota,"Taxi, motorcycle, or other",2014,0.006922374
Ohio,"Taxi, motorcycle, or other",2014,0.007711039
Oklahoma,"Taxi, motorcycle, or other",2014,0.011554601
Oregon,"Taxi, motorcycle, or other",2014,0.011902976
Pennsylvania,"Taxi, motorcycle, or other",2014,0.00876977
Rhode Island,"Taxi, motorcycle, or other",2014,0.009799614
South Carolina,"Taxi, motorcycle, or other",2014,0.013360555
South Dakota,"Taxi, motorcycle, or other",2014,0.009274514
Tennessee,"Taxi, motorcycle, or other",2014,0.011601062
Texas,"Taxi, motorcycle, or other",2014,0.015331915
United States,"Taxi, motorcycle, or other",2014,0.012375718
Utah,"Taxi, motorcycle, or other",2014,0.010016534
Vermont,"Taxi, motorcycle, or other",2014,0.006189071
Virginia,"Taxi, motorcycle, or other",2014,0.012200161
Washington,"Taxi, motorcycle, or other",2014,0.012219426
West Virginia,"Taxi, motorcycle, or other",2014,0.008691081
Wisconsin,"Taxi, motorcycle, or other",2014,0.00966274
Wyoming,"Taxi, motorcycle, or other",2014,0.012454381
Alabama,Walked,2014,0.011438031
Alaska,Walked,2014,0.079980847
Arizona,Walked,2014,0.019955205
Arkansas,Walked,2014,0.017743027
California,Walked,2014,0.027109882
Colorado,Walked,2014,0.02661383
Connecticut,Walked,2014,0.031414054
Delaware,Walked,2014,0.022331553
District of Columbia,Walked,2014,0.131069603
Florida,Walked,2014,0.014392634
Georgia,Walked,2014,0.015544222
Hawaii,Walked,2014,0.046598789
Idaho,Walked,2014,0.02169379
Illinois,Walked,2014,0.030847357
Indiana,Walked,2014,0.019865935
Iowa,Walked,2014,0.033641383
Kansas,Walked,2014,0.024626686
Kentucky,Walked,2014,0.02421053
Louisiana,Walked,2014,0.018553596
Maine,Walked,2014,0.039456724
Maryland,Walked,2014,0.023338614
Massachusetts,Walked,2014,0.048691499
Michigan,Walked,2014,0.022306059
Minnesota,Walked,2014,0.02912861
Mississippi,Walked,2014,0.01409496
Missouri,Walked,2014,0.020790064
Montana,Walked,2014,0.046019124
Nebraska,Walked,2014,0.028576862
Nevada,Walked,2014,0.020734127
New Hampshire,Walked,2014,0.025891752
New Jersey,Walked,2014,0.031069622
New Mexico,Walked,2014,0.020566062
New York,Walked,2014,0.06290079
North Carolina,Walked,2014,0.018036315
North Dakota,Walked,2014,0.034876928
Ohio,Walked,2014,0.02186511
Oklahoma,Walked,2014,0.017385559
Oregon,Walked,2014,0.039673778
Pennsylvania,Walked,2014,0.038648435
Rhode Island,Walked,2014,0.039471601
South Carolina,Walked,2014,0.021961792
South Dakota,Walked,2014,0.042341069
Tennessee,Walked,2014,0.014914455
Texas,Walked,2014,0.015670462
United States,Walked,2014,0.027497608
Utah,Walked,2014,0.023608969
Vermont,Walked,2014,0.054342754
Virginia,Walked,2014,0.022447597
Washington,Walked,2014,0.034912818
West Virginia,Walked,2014,0.028961167
Wisconsin,Walked,2014,0.03223248
Wyoming,Walked,2014,0.035678475
Alabama,Worked at home,2014,0.02851064
Alaska,Worked at home,2014,0.038737678
Arizona,Worked at home,2014,0.057089086
Arkansas,Worked at home,2014,0.033108635
California,Worked at home,2014,0.053954158
Colorado,Worked at home,2014,0.065027973
Connecticut,Worked at home,2014,0.046217897
Delaware,Worked at home,2014,0.044361795
District of Columbia,Worked at home,2014,0.049588704
Florida,Worked at home,2014,0.053942678
Georgia,Worked at home,2014,0.049584444
Hawaii,Worked at home,2014,0.044503806
Idaho,Worked at home,2014,0.062083041
Illinois,Worked at home,2014,0.043749486
Indiana,Worked at home,2014,0.033726934
Iowa,Worked at home,2014,0.047559818
Kansas,Worked at home,2014,0.040285905
Kentucky,Worked at home,2014,0.03208913
Louisiana,Worked at home,2014,0.026349851
Maine,Worked at home,2014,0.054100489
Maryland,Worked at home,2014,0.041484788
Massachusetts,Worked at home,2014,0.048151179
Michigan,Worked at home,2014,0.03655281
Minnesota,Worked at home,2014,0.051229844
Mississippi,Worked at home,2014,0.023372644
Missouri,Worked at home,2014,0.044013062
Montana,Worked at home,2014,0.071421696
Nebraska,Worked at home,2014,0.040413957
Nevada,Worked at home,2014,0.032132817
New Hampshire,Worked at home,2014,0.060171999
New Jersey,Worked at home,2014,0.042047627
New Mexico,Worked at home,2014,0.047638312
New York,Worked at home,2014,0.039389118
North Carolina,Worked at home,2014,0.047186812
North Dakota,Worked at home,2014,0.052646071
Ohio,Worked at home,2014,0.036380316
Oklahoma,Worked at home,2014,0.035922576
Oregon,Worked at home,2014,0.063525238
Pennsylvania,Worked at home,2014,0.041051104
Rhode Island,Worked at home,2014,0.038204836
South Carolina,Worked at home,2014,0.034336961
South Dakota,Worked at home,2014,0.055341909
Tennessee,Worked at home,2014,0.03694569
Texas,Worked at home,2014,0.040268697
United States,Worked at home,2014,0.044851942
Utah,Worked at home,2014,0.054802237
Vermont,Worked at home,2014,0.071465955
Virginia,Worked at home,2014,0.043624631
Washington,Worked at home,2014,0.054634668
West Virginia,Worked at home,2014,0.025337266
Wisconsin,Worked at home,2014,0.040752236
Wyoming,Worked at home,2014,0.047994436
Alabama,Bicycle,2015,0.000871392
Alaska,Bicycle,2015,0.011157474
Arizona,Bicycle,2015,0.010265449
Arkansas,Bicycle,2015,0.001338878
California,Bicycle,2015,0.010904541
Colorado,Bicycle,2015,0.012302727
Connecticut,Bicycle,2015,0.0023766
Delaware,Bicycle,2015,0.003746745
District of Columbia,Bicycle,2015,0.041094513
Florida,Bicycle,2015,0.007091022
Georgia,Bicycle,2015,0.001985405
Hawaii,Bicycle,2015,0.009161401
Idaho,Bicycle,2015,0.008158811
Illinois,Bicycle,2015,0.006616922
Indiana,Bicycle,2015,0.004708855
Iowa,Bicycle,2015,0.005778409
Kansas,Bicycle,2015,0.00304544
Kentucky,Bicycle,2015,0.001964657
Louisiana,Bicycle,2015,0.005519439
Maine,Bicycle,2015,0.003177891
Maryland,Bicycle,2015,0.00301238
Massachusetts,Bicycle,2015,0.007883114
Michigan,Bicycle,2015,0.004419209
Minnesota,Bicycle,2015,0.008634035
Mississippi,Bicycle,2015,0.001571312
Missouri,Bicycle,2015,0.002077545
Montana,Bicycle,2015,0.016271282
Nebraska,Bicycle,2015,0.004859318
Nevada,Bicycle,2015,0.004506505
New Hampshire,Bicycle,2015,0.002865087
New Jersey,Bicycle,2015,0.003091817
New Mexico,Bicycle,2015,0.006071624
New York,Bicycle,2015,0.00664242
North Carolina,Bicycle,2015,0.002258442
North Dakota,Bicycle,2015,0.00217238
Ohio,Bicycle,2015,0.002741462
Oklahoma,Bicycle,2015,0.002269793
Oregon,Bicycle,2015,0.025456241
Pennsylvania,Bicycle,2015,0.004962001
Rhode Island,Bicycle,2015,0.003862125
South Carolina,Bicycle,2015,0.002860107
South Dakota,Bicycle,2015,0.005600323
Tennessee,Bicycle,2015,0.000895718
Texas,Bicycle,2015,0.00244849
United States,Bicycle,2015,0.005967929
Utah,Bicycle,2015,0.00983027
Vermont,Bicycle,2015,0.007569845
Virginia,Bicycle,2015,0.004106706
Washington,Bicycle,2015,0.009745932
West Virginia,Bicycle,2015,0.001575449
Wisconsin,Bicycle,2015,0.008183208
Wyoming,Bicycle,2015,0.006169531
Alabama,Carpool,2015,0.089849348
Alaska,Carpool,2015,0.125973972
Arizona,Carpool,2015,0.106169995
Arkansas,Carpool,2015,0.107660011
California,Carpool,2015,0.100391089
Colorado,Carpool,2015,0.084112791
Connecticut,Carpool,2015,0.078337575
Delaware,Carpool,2015,0.078770034
District of Columbia,Carpool,2015,0.051531481
Florida,Carpool,2015,0.089493454
Georgia,Carpool,2015,0.099465824
Hawaii,Carpool,2015,0.135426449
Idaho,Carpool,2015,0.107547717
Illinois,Carpool,2015,0.079189601
Indiana,Carpool,2015,0.086245222
Iowa,Carpool,2015,0.086243704
Kansas,Carpool,2015,0.088759807
Kentucky,Carpool,2015,0.097270022
Louisiana,Carpool,2015,0.089989004
Maine,Carpool,2015,0.08697709
Maryland,Carpool,2015,0.08854819
Massachusetts,Carpool,2015,0.074460519
Michigan,Carpool,2015,0.086816934
Minnesota,Carpool,2015,0.083212426
Mississippi,Carpool,2015,0.091791907
Missouri,Carpool,2015,0.087092829
Montana,Carpool,2015,0.103974234
Nebraska,Carpool,2015,0.089591943
Nevada,Carpool,2015,0.105284611
New Hampshire,Carpool,2015,0.075167238
New Jersey,Carpool,2015,0.074743383
New Mexico,Carpool,2015,0.09049535
New York,Carpool,2015,0.065874746
North Carolina,Carpool,2015,0.094199081
North Dakota,Carpool,2015,0.086034169
Ohio,Carpool,2015,0.077757141
Oklahoma,Carpool,2015,0.102149895
Oregon,Carpool,2015,0.102384294
Pennsylvania,Carpool,2015,0.085490585
Rhode Island,Carpool,2015,0.096651191
South Carolina,Carpool,2015,0.092794543
South Dakota,Carpool,2015,0.083823816
Tennessee,Carpool,2015,0.089582993
Texas,Carpool,2015,0.101694798
United States,Carpool,2015,0.089988799
Utah,Carpool,2015,0.112189663
Vermont,Carpool,2015,0.081982207
Virginia,Carpool,2015,0.090963157
Washington,Carpool,2015,0.098090298
West Virginia,Carpool,2015,0.086953148
Wisconsin,Carpool,2015,0.078865793
Wyoming,Carpool,2015,0.100147668
Alabama,Drove alone,2015,0.854974567
Alaska,Drove alone,2015,0.679135165
Arizona,Drove alone,2015,0.770593577
Arkansas,Drove alone,2015,0.826263397
California,Drove alone,2015,0.738994772
Colorado,Drove alone,2015,0.764749479
Connecticut,Drove alone,2015,0.784492429
Delaware,Drove alone,2015,0.813787023
District of Columbia,Drove alone,2015,0.335984923
Florida,Drove alone,2015,0.796822379
Georgia,Drove alone,2015,0.796153356
Hawaii,Drove alone,2015,0.673936111
Idaho,Drove alone,2015,0.77061304
Illinois,Drove alone,2015,0.735876386
Indiana,Drove alone,2015,0.830813523
Iowa,Drove alone,2015,0.80958746
Kansas,Drove alone,2015,0.826182866
Kentucky,Drove alone,2015,0.821368413
Louisiana,Drove alone,2015,0.828035059
Maine,Drove alone,2015,0.796517522
Maryland,Drove alone,2015,0.737741984
Massachusetts,Drove alone,2015,0.701632498
Michigan,Drove alone,2015,0.827834526
Minnesota,Drove alone,2015,0.781316902
Mississippi,Drove alone,2015,0.854214776
Missouri,Drove alone,2015,0.817981925
Montana,Drove alone,2015,0.745117686
Nebraska,Drove alone,2015,0.819537887
Nevada,Drove alone,2015,0.777959191
New Hampshire,Drove alone,2015,0.810808055
New Jersey,Drove alone,2015,0.718309981
New Mexico,Drove alone,2015,0.813588493
New York,Drove alone,2015,0.527174439
North Carolina,Drove alone,2015,0.81399421
North Dakota,Drove alone,2015,0.819511833
Ohio,Drove alone,2015,0.832281167
Oklahoma,Drove alone,2015,0.824998304
Oregon,Drove alone,2015,0.712066493
Pennsylvania,Drove alone,2015,0.763457551
Rhode Island,Drove alone,2015,0.789746638
South Carolina,Drove alone,2015,0.829697293
South Dakota,Drove alone,2015,0.805532089
Tennessee,Drove alone,2015,0.838989741
Texas,Drove alone,2015,0.807993553
United States,Drove alone,2015,0.765731618
Utah,Drove alone,2015,0.758213218
Vermont,Drove alone,2015,0.769367879
Virginia,Drove alone,2015,0.77508786
Washington,Drove alone,2015,0.724382332
West Virginia,Drove alone,2015,0.827495951
Wisconsin,Drove alone,2015,0.812343217
Wyoming,Drove alone,2015,0.773100293
Alabama,Public transportation,2015,0.003015326
Alaska,Public transportation,2015,0.015445845
Arizona,Public transportation,2015,0.020583317
Arkansas,Public transportation,2015,0.004620646
California,Public transportation,2015,0.052376549
Colorado,Public transportation,2015,0.029527786
Connecticut,Public transportation,2015,0.049357038
Delaware,Public transportation,2015,0.027435327
District of Columbia,Public transportation,2015,0.357769091
Florida,Public transportation,2015,0.022031053
Georgia,Public transportation,2015,0.023040922
Hawaii,Public transportation,2015,0.069895051
Idaho,Public transportation,2015,0.008034987
Illinois,Public transportation,2015,0.092972927
Indiana,Public transportation,2015,0.010850016
Iowa,Public transportation,2015,0.013746263
Kansas,Public transportation,2015,0.006353273
